GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
310M300US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",1596641,4944,55227,324,4.7,0.1,41575,907,1052618,6036,65473,403,44.7,0.3,59766,772,55.3,0.3,69485,467,72.4,0.3,79025,590,19.1,0.3,35670,530,8.5,0.2,46033,1117,544023,4034,36497,321,51.2,0.4,32750,542,41.9,0.4,29138,505,9.3,0.3,58733,1771,48.8,0.4,41027,489,36.7,0.4,35043,641,12.2,0.3,65796,1652
310M300US38220,38220,"Pine Bluff, AR Metro Area",34942,634,36656,1687,0.6,0.3,30116,4753,22282,611,47514,2243,39.5,1.7,39414,3351,60.5,1.7,53246,2311,65.0,2.2,63626,2370,28.3,2.0,23940,2812,6.7,1.1,32083,4174,12660,653,21347,1398,53.6,2.4,18545,1225,50.0,2.3,18130,1264,3.7,0.9,33472,11727,46.4,2.4,25544,2180,41.1,2.7,25100,2401,5.3,1.4,30562,6751
310M300US38300,38300,"Pittsburgh, PA Metro Area",992104,3122,54020,360,0.2,0.1,41432,3957,608657,3126,71810,437,37.9,0.3,74799,1032,62.1,0.3,70263,532,76.1,0.3,84487,609,17.6,0.3,33724,649,6.3,0.2,49868,1384,383447,2926,30577,290,55.2,0.4,26025,332,48.2,0.4,23632,344,7.0,0.2,54914,1526,44.8,0.4,37311,663,35.9,0.4,32336,568,8.9,0.3,62900,1375
310M300US38340,38340,"Pittsfield, MA Metro Area",54854,684,52253,1386,0.8,0.2,36500,24065,32850,854,69540,2373,36.0,1.6,64239,3603,64.0,1.6,71695,2591,71.9,1.4,84322,2383,20.4,1.3,35713,3405,7.7,1.1,44044,4532,22004,682,30689,1305,56.8,1.5,27896,1592,50.0,1.6,25729,1410,6.8,1.2,60846,16239,43.2,1.5,36197,2462,34.1,1.6,29959,2444,9.1,1.3,69716,8526
310M300US38540,38540,"Pocatello, ID Metro Area",30424,351,45216,1932,1.4,0.5,30722,11651,20070,463,59292,3269,47.2,1.7,51862,3760,52.8,1.7,62736,3036,77.2,1.8,69878,2919,16.5,1.8,28222,3491,6.3,1.1,35862,8300,10354,440,26010,1402,49.9,2.7,22330,1972,41.2,3.1,21125,1244,8.7,1.5,33147,5147,50.1,2.7,29916,3465,37.7,2.8,25541,3174,12.3,2.2,43750,7012
310M300US38660,38660,"Ponce, PR Metro Area",108976,1095,16717,373,8.0,0.5,15606,1452,78269,1222,19679,466,37.1,0.8,15600,930,62.9,0.8,21749,636,55.7,0.9,26166,812,35.3,0.9,11204,542,9.1,0.5,15457,1101,30707,957,9959,367,54.8,1.8,9551,431,49.2,1.8,9321,439,5.5,0.9,15782,3198,45.2,1.8,10593,677,39.6,1.8,9881,595,5.7,0.7,18125,4352
310M300US38860,38860,"Portland-South Portland, ME Metro Area",216072,1198,60486,801,0.2,0.1,54519,36792,135669,1388,76445,1251,39.7,0.6,74533,2445,60.3,0.6,77351,1356,78.7,0.8,86875,1232,14.5,0.6,37744,2263,6.8,0.5,46529,2384,80403,1329,36162,1021,56.4,1.0,32235,1139,45.6,1.0,26836,918,10.9,0.8,64520,2941,43.6,1.0,41452,1422,31.3,1.0,32692,1517,12.3,0.8,66766,2679
310M300US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",896514,2297,62772,520,2.2,0.1,43239,2101,572638,3034,76348,596,45.1,0.3,73384,1107,54.9,0.3,78437,708,76.9,0.4,88815,649,16.1,0.3,36198,832,7.0,0.3,50997,1379,323876,2767,40033,578,53.5,0.5,35434,638,42.0,0.5,30026,511,11.5,0.4,62602,1738,46.5,0.5,45404,808,33.1,0.5,37579,1012,13.4,0.4,67754,2006
310M300US38940,38940,"Port St. Lucie, FL Metro Area",171776,1737,47231,1128,1.9,0.3,40391,6795,111578,1894,56959,1347,33.7,1.0,52330,2582,66.3,1.0,59406,1752,77.0,1.0,66165,1920,17.1,1.0,30104,2304,5.9,0.6,42140,3885,60198,1450,29664,1515,55.8,1.5,25476,1318,49.1,1.6,23411,1220,6.7,0.7,53204,6032,44.2,1.5,34947,2196,34.7,1.5,30688,1856,9.5,1.0,57996,3474
310M300US39140,39140,"Prescott, AZ Metro Area",93445,1108,46638,1145,1.8,0.3,36570,5230,59635,1138,56516,1207,27.7,1.1,52319,2689,72.3,1.1,57966,1724,81.5,1.3,61772,1596,13.3,1.1,35118,2460,5.2,0.7,41980,4181,33810,1066,27044,1276,55.3,1.8,24927,1177,46.9,1.9,23006,1130,8.4,1.2,47034,8402,44.7,1.8,30619,1834,35.4,1.9,26967,2429,9.3,1.3,43620,6125
310M300US39300,39300,"Providence-Warwick, RI-MA Metro Area",623173,2229,58699,621,4.5,0.2,31868,2079,396220,2712,75910,854,42.0,0.4,72038,1644,58.0,0.4,78120,1060,70.7,0.5,93140,999,21.9,0.4,35847,1053,7.5,0.3,50537,1612,226953,2414,32386,620,55.0,0.5,27220,751,46.6,0.5,23644,748,8.4,0.4,62294,2208,45.0,0.5,40086,909,34.9,0.6,32597,1262,10.1,0.5,71126,1902
310M300US39340,39340,"Provo-Orem, UT Metro Area",154497,664,63994,921,1.4,0.2,50135,9443,126752,916,70203,953,57.2,0.5,72446,1268,42.8,0.5,66430,1391,86.9,0.6,74952,979,9.5,0.5,36367,1836,3.6,0.3,52510,3926,27745,794,34121,1926,53.7,1.5,29103,2097,39.1,1.3,24754,1316,14.6,1.4,43277,3846,46.3,1.5,40259,2431,27.3,1.5,35358,3320,19.1,1.5,49971,4777
310M300US39380,39380,"Pueblo, CO Metro Area",62899,580,42000,978,10.4,0.8,31143,5236,40359,718,53101,1529,41.3,1.0,48382,1867,58.7,1.0,56594,2055,69.0,1.5,66465,2049,21.8,1.2,26921,1734,9.3,1.0,36239,2795,22540,759,26645,1168,51.2,1.8,22260,1931,44.4,1.7,19460,1529,6.9,1.1,40941,4492,48.8,1.8,31341,2074,39.9,1.8,28687,2886,8.9,1.2,43125,8069
310M300US39460,39460,"Punta Gorda, FL Metro Area",73299,985,44865,1142,0.3,0.2,27833,11327,47226,1025,54889,1538,20.8,1.0,48095,3812,79.2,1.0,56487,1621,83.1,1.2,59754,1671,12.0,1.1,31238,2422,4.9,0.7,38119,4672,26073,945,27769,1471,59.3,2.0,25518,1184,51.4,2.0,22824,1311,7.9,1.2,48083,4362,40.7,2.0,32237,1879,32.3,1.7,28282,3038,8.4,1.1,56850,8371
310M300US39540,39540,"Racine, WI Metro Area",75291,613,56359,1024,2.9,0.4,36736,2145,50897,741,68939,1658,43.8,0.9,64975,2573,56.2,0.9,71016,1559,73.5,1.3,81612,1361,18.4,1.0,29087,1874,8.1,0.9,50605,5773,24394,759,32138,1271,53.3,1.7,29510,1371,46.4,1.8,26788,1445,7.0,1.0,67356,6991,46.7,1.7,36607,2829,36.4,1.8,31332,1338,10.3,1.4,54277,8511
310M300US39580,39580,"Raleigh, NC Metro Area",460183,1873,65834,810,2.0,0.2,39126,2678,312060,2179,81466,988,51.1,0.5,83316,1985,48.9,0.5,80003,1003,76.5,0.6,96872,1178,17.4,0.5,35566,1316,6.1,0.4,46778,3272,148123,1849,41251,603,55.4,0.8,37988,948,46.6,0.8,35270,868,8.8,0.6,57448,3439,44.6,0.8,46073,1483,32.8,0.8,40287,1323,11.9,0.6,65281,2923
310M300US39660,39660,"Rapid City, SD Metro Area",56730,586,51486,1182,0.6,0.2,26151,17438,36838,849,64452,1832,41.6,1.3,58474,4066,58.4,1.3,68693,2212,77.4,1.5,74898,2083,15.9,1.2,27906,2213,6.7,0.9,42517,2840,19892,729,31933,1306,50.6,1.8,30257,2259,43.6,1.8,26796,2553,7.0,1.1,51927,5144,49.4,1.8,34720,4149,39.3,2.0,30621,2204,10.1,1.2,54260,5728
310M300US39740,39740,"Reading, PA Metro Area",152451,786,57068,838,3.2,0.3,35982,8319,105227,994,69115,935,42.4,0.7,65640,2223,57.6,0.7,71295,1294,74.0,0.9,81973,1398,18.5,0.8,31269,1858,7.5,0.5,47156,2547,47224,1086,32225,955,53.9,1.2,27927,1240,45.1,1.3,24610,934,8.8,0.8,66384,5507,46.1,1.2,38679,1808,36.0,1.3,32571,1687,10.1,0.8,64525,3308
310M300US39820,39820,"Redding, CA Metro Area",69713,574,45582,963,1.6,0.3,32055,3891,44734,867,56876,1839,36.2,1.1,51366,2944,63.8,1.1,59509,2166,75.6,1.2,66406,1625,17.4,1.0,29847,2749,7.0,0.7,39653,7448,24979,796,26659,1026,55.0,1.7,25068,1129,45.5,1.6,22368,1176,9.5,1.3,42605,7068,45.0,1.7,30123,2896,34.6,1.7,25901,1991,10.4,1.2,53160,6618
310M300US39900,39900,"Reno, NV Metro Area",170767,1037,55103,906,3.8,0.3,41462,2310,105580,1242,68267,1171,44.1,0.8,60635,1341,55.9,0.8,74505,1658,73.7,1.0,80585,1408,18.2,0.7,36312,2909,8.1,0.6,46927,4906,65187,1405,33385,1138,47.3,1.2,29805,1098,37.2,1.1,26019,1062,10.1,0.8,48304,3787,52.7,1.2,36818,1079,39.6,1.3,31320,1200,13.2,1.0,60938,5197
310M300US40060,40060,"Richmond, VA Metro Area",475648,1974,61124,525,1.2,0.1,42085,4019,308244,2280,77094,877,42.7,0.5,73122,1704,57.3,0.5,79396,995,71.2,0.5,94403,951,22.2,0.5,37856,989,6.6,0.3,50307,1933,167404,2162,37431,581,57.3,0.8,33715,853,49.1,0.8,30854,692,8.2,0.4,58974,3811,42.7,0.8,42680,1200,32.7,0.8,38493,1247,10.0,0.5,65038,2905
310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1324638,3849,56295,391,14.1,0.2,47621,820,988251,4803,62827,513,48.0,0.3,56617,750,52.0,0.3,68558,694,70.6,0.4,75392,643,20.2,0.3,34004,775,9.1,0.2,46623,1165,336387,3145,33148,678,52.1,0.6,28501,669,43.5,0.5,25053,493,8.6,0.4,52718,2353,47.9,0.6,40463,690,36.1,0.6,34027,1423,11.8,0.4,57875,2343
310M300US40220,40220,"Roanoke, VA Metro Area",129518,952,50517,907,0.6,0.2,29818,28148,83267,1037,63056,1215,38.2,1.0,59122,2626,61.8,1.0,65407,1678,73.7,1.1,73133,1828,19.7,0.8,31951,1930,6.6,0.7,44965,7536,46251,1202,29289,961,54.9,1.7,26283,1281,48.3,1.7,24200,1019,6.6,0.8,51592,6213,45.1,1.7,34174,3035,36.6,1.4,30152,1498,8.5,1.1,60070,6006
310M300US40340,40340,"Rochester, MN Metro Area",83819,598,66248,983,0.6,0.2,48750,28788,56671,772,81852,1057,45.5,0.7,81730,1912,54.5,0.7,81950,1466,80.7,1.0,92908,1593,13.6,0.7,40579,2861,5.7,0.5,49103,2085,27148,710,36380,1382,55.3,1.3,32508,1561,47.0,1.5,29595,1221,8.3,0.8,52350,9760,44.7,1.3,40406,1349,35.0,1.3,35292,2491,9.7,1.2,68841,3922
310M300US40380,40380,"Rochester, NY Metro Area",430926,1857,53480,435,1.3,0.1,30014,2356,267334,2094,69106,744,41.9,0.5,64992,1356,58.1,0.5,71553,1105,72.1,0.5,84200,884,21.0,0.5,31629,735,6.9,0.3,46544,1744,163592,1696,32420,535,54.2,0.6,29312,744,45.5,0.7,25993,584,8.7,0.5,57965,3211,45.8,0.6,37428,957,35.4,0.7,32051,861,10.4,0.5,61307,2497
310M300US40420,40420,"Rockford, IL Metro Area",132704,923,50867,717,2.6,0.3,37993,2135,88665,1066,61627,1210,44.0,0.7,55164,1570,56.0,0.7,66738,1726,71.1,0.8,75634,1518,21.4,0.8,30920,1941,7.5,0.6,41994,2904,44039,1135,30004,1076,52.2,1.3,25791,1031,45.7,1.3,23803,1087,6.5,0.7,46897,6473,47.8,1.3,36014,1164,39.0,1.3,31997,1596,8.7,0.9,59272,6198
310M300US40580,40580,"Rocky Mount, NC Metro Area",57781,801,39388,1210,2.1,0.3,32741,5983,38126,864,49776,1459,38.4,1.5,39622,2749,61.6,1.5,54620,2820,63.9,1.6,66782,2047,29.2,1.4,25029,1956,6.9,1.0,36943,3352,19655,891,21296,1170,56.6,2.3,18893,1161,50.8,2.4,17985,1185,5.8,1.2,28835,11396,43.4,2.3,25351,1845,35.4,2.1,22587,2790,8.0,1.7,40962,11023
310M300US40660,40660,"Rome, GA Metro Area",35114,479,42955,2106,3.1,0.7,36026,3616,23776,619,53411,1759,38.7,1.8,49375,6424,61.3,1.8,54602,2557,71.0,2.0,64535,2710,21.2,1.8,29712,2275,7.8,1.1,41855,4967,11338,583,24194,1754,55.7,2.5,22828,2376,48.2,2.5,21418,1593,7.5,1.8,45781,22602,44.3,2.5,25989,2757,34.9,2.5,25038,2969,9.4,2.3,33208,11394
310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",804137,1997,61686,417,4.7,0.2,46069,2204,535536,2668,74384,727,45.8,0.3,69664,1148,54.2,0.3,77743,787,72.6,0.4,90122,768,19.6,0.3,37679,791,7.8,0.3,48406,1780,268601,2205,38912,628,55.4,0.6,35315,619,44.8,0.6,31203,480,10.7,0.4,55485,1866,44.6,0.6,43044,1231,32.5,0.6,37756,1316,12.1,0.5,61403,2877
310M300US40980,40980,"Saginaw, MI Metro Area",77928,659,43712,815,1.9,0.3,36347,6205,49188,744,55912,1264,40.3,1.0,50992,2003,59.7,1.0,58381,1669,69.8,1.3,69598,1629,23.5,1.1,27507,1700,6.6,0.7,40850,4347,28740,730,26801,1014,54.2,1.4,24576,1293,47.0,1.5,22964,1292,7.2,0.9,37977,3751,45.8,1.4,30564,1261,37.8,1.4,27579,2544,8.0,1.0,48078,8000
310M300US41060,41060,"St. Cloud, MN Metro Area",73421,552,55995,1044,0.6,0.2,34904,9266,47393,684,69758,1202,45.7,0.8,71069,1972,54.3,0.8,68896,1373,77.8,1.2,80840,1220,14.4,0.9,31253,1653,7.8,0.7,46627,5716,26028,746,32035,1162,48.7,1.7,27289,1501,36.3,2.1,23414,1222,12.4,1.3,47202,8200,51.3,1.7,37814,2412,37.2,1.7,31303,1037,14.1,1.5,60254,6215
310M300US41100,41100,"St. George, UT Metro Area",50256,791,52865,1433,1.9,0.4,42481,13540,38182,831,59962,1742,41.6,1.4,55141,2884,58.4,1.4,62945,2172,83.7,1.5,65331,2319,11.9,1.2,33926,3339,4.4,1.0,46136,8035,12074,696,28980,2375,58.1,2.8,26257,1895,51.2,2.8,24266,1762,6.9,1.9,47849,5579,41.9,2.8,35250,5032,31.5,2.9,28176,4889,10.4,2.3,55481,14858
310M300US41140,41140,"St. Joseph, MO-KS Metro Area",47028,602,47622,1611,0.6,0.2,52537,2158,30263,676,60638,1570,42.1,1.5,54210,3401,57.9,1.5,63190,2244,74.7,1.5,70429,1529,18.6,1.2,24523,4934,6.7,0.9,36340,1944,16765,608,27083,1064,53.5,1.9,23504,1866,46.4,1.9,21675,1054,7.1,1.1,46250,15139,46.5,1.9,33020,2584,36.0,1.9,28538,3251,10.5,1.4,54298,4150
310M300US41180,41180,"St. Louis, MO-IL Metro Area",1107468,3528,56726,383,0.4,0.1,38267,3372,719039,3160,72868,545,42.6,0.3,72328,926,57.4,0.3,73222,584,72.6,0.4,88754,610,20.6,0.3,34026,644,6.8,0.2,48320,1665,388429,2917,32930,396,54.7,0.5,29289,413,47.6,0.5,26611,332,7.1,0.3,56627,2130,45.3,0.5,38795,784,36.6,0.5,34659,882,8.7,0.3,59577,2117
310M300US41420,41420,"Salem, OR Metro Area",143921,865,51488,889,4.1,0.5,40322,5861,98937,1255,60701,1061,44.4,0.9,50841,1627,55.6,0.9,67021,1426,74.4,1.1,71132,1821,18.7,0.9,29856,1812,6.9,0.7,42780,3425,44984,1096,31606,913,57.2,1.3,29892,1377,46.7,1.4,26967,1495,10.4,0.9,44493,1792,42.8,1.3,35148,1796,32.9,1.4,31182,1357,9.9,1.1,51027,5861
310M300US41500,41500,"Salinas, CA Metro Area",125916,701,60889,992,12.0,0.6,52346,2409,91151,1033,64966,1452,48.9,1.0,53975,1774,51.1,1.0,76931,2233,71.5,1.1,78867,2090,19.0,0.8,36529,1533,9.5,0.7,50549,2594,34765,850,43050,2166,54.2,1.3,38498,1935,45.2,1.5,33164,2589,9.0,1.1,74717,9564,45.8,1.3,50341,2537,33.2,1.3,41593,3074,12.6,1.1,70986,6395
310M300US41540,41540,"Salisbury, MD-DE Metro Area",149895,1369,53600,826,0.8,0.2,38571,12265,99732,1320,64399,1461,34.0,0.8,57749,2993,66.0,0.8,67708,1346,74.2,0.8,75314,1210,19.0,0.8,34235,1815,6.7,0.5,51121,6271,50163,1207,33162,1057,57.2,1.4,29909,1315,48.4,1.3,27162,1262,8.8,0.9,52842,4512,42.8,1.4,38915,1947,32.4,1.4,33154,2583,10.3,0.9,59914,2645
310M300US41620,41620,"Salt Lake City, UT Metro Area",375127,1406,64564,634,5.8,0.2,41823,2721,266681,1770,74749,829,50.9,0.5,70880,1115,49.1,0.5,78485,1048,77.8,0.6,84506,969,15.1,0.5,41231,1635,7.1,0.4,52093,2041,108446,1536,39686,832,49.4,0.9,34356,1315,39.6,0.9,28906,1297,9.9,0.6,64712,5902,50.6,0.9,45108,1673,37.6,0.8,38979,1396,12.9,0.8,65008,4262
310M300US41660,41660,"San Angelo, TX Metro Area",43943,615,47907,1774,4.0,0.6,43993,6225,27796,722,60448,2114,41.7,1.6,55442,4049,58.3,1.6,62654,2778,74.0,2.0,71603,2247,18.5,1.7,29779,2811,7.5,1.1,51408,10570,16147,686,29316,2270,51.0,2.5,25144,2631,43.4,2.6,21832,2043,7.6,1.6,42010,11818,49.0,2.5,33027,3459,38.9,2.8,30418,2738,10.1,2.0,52567,12913
310M300US41700,41700,"San Antonio-New Braunfels, TX Metro Area",786156,2540,54638,462,6.3,0.2,41897,1492,543128,2807,64216,517,46.5,0.4,59558,1111,53.5,0.4,68015,736,70.0,0.4,79216,626,22.4,0.3,33975,943,7.7,0.2,47453,2087,243028,2588,34422,633,51.3,0.6,30390,621,43.5,0.5,26939,669,7.8,0.3,54987,2230,48.7,0.6,39151,1287,38.9,0.7,35114,1061,9.9,0.5,58188,2425
310M300US41740,41740,"San Diego-Carlsbad, CA Metro Area",1103128,2860,66529,460,4.6,0.1,46840,1108,739580,4197,77252,707,45.5,0.3,71371,956,54.5,0.3,81516,803,74.4,0.4,91682,732,18.0,0.3,39793,952,7.6,0.2,53492,1902,363548,3771,45980,576,51.4,0.5,39699,920,40.1,0.5,33243,916,11.3,0.4,67278,2135,48.6,0.5,52678,980,33.4,0.4,43598,1454,15.2,0.4,78560,2346
310M300US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",1674040,3382,85947,520,6.0,0.1,57414,1654,1062094,4954,102770,589,44.4,0.3,105953,927,55.6,0.3,100621,676,75.8,0.3,122496,776,17.0,0.2,51443,811,7.3,0.2,66645,1682,611946,3797,56814,734,53.0,0.3,50965,599,41.3,0.4,41310,722,11.6,0.3,98594,2539,47.0,0.3,64796,1189,33.2,0.4,50825,780,13.8,0.3,108530,2705
310M300US41900,41900,"San Germán, PR Metro Area",45181,813,15308,773,29.4,1.6,13357,1332,30690,891,19423,837,32.7,1.3,18082,2552,67.3,1.3,19800,1007,61.0,2.0,24101,1266,29.3,1.8,12205,1371,9.7,1.2,15239,3849,14491,573,9742,502,54.7,2.5,9424,567,49.5,2.4,8885,579,5.2,1.3,20426,3854,45.3,2.5,10280,919,40.4,2.6,9329,1076,5.0,1.0,16616,2269
310M300US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",643969,1579,100469,641,7.4,0.2,60408,2168,464848,3003,112490,1148,48.2,0.4,121593,1253,51.8,0.4,104619,1367,78.4,0.5,131161,1083,14.5,0.3,51963,1343,7.0,0.3,66788,3591,179121,2396,62700,1384,50.0,0.6,51018,1109,39.6,0.6,42272,1286,10.3,0.5,101051,5269,50.0,0.6,78089,2737,35.2,0.7,63117,2836,14.8,0.5,120905,4386
310M300US41980,41980,"San Juan-Carolina-Caguas, PR Metro Area",790515,2635,22085,229,11.5,0.2,19098,539,552396,2868,26023,247,38.8,0.4,22955,554,61.2,0.4,27458,320,55.3,0.4,34947,513,35.4,0.4,16199,383,9.3,0.2,20954,778,238119,2983,13057,276,57.5,0.6,12047,284,50.7,0.6,10946,245,6.9,0.3,27635,2151,42.5,0.6,14518,332,36.2,0.7,13137,330,6.3,0.3,26268,2243
310M300US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",104404,919,64014,1807,2.9,0.4,50304,5639,66178,1186,79355,2091,37.8,1.0,70105,3193,62.2,1.0,84025,3211,80.2,1.0,89705,2215,13.3,1.0,40236,2840,6.5,0.7,52575,6389,38226,1168,38097,1830,52.7,1.7,32009,1718,41.3,1.7,28957,2371,11.4,1.3,52780,6965,47.3,1.7,44607,3689,30.3,1.7,39813,3197,17.0,1.4,56220,7196
310M300US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",95062,658,70088,1935,6.4,0.6,51028,2470,59553,936,85313,2389,42.5,1.0,80093,5347,57.5,1.0,89462,3948,76.1,1.2,101991,2325,16.8,1.1,39796,4441,7.1,0.7,57653,7564,35509,911,42673,2916,53.0,1.7,40186,2984,38.8,1.6,31470,2452,14.3,1.3,71742,9047,47.0,1.7,48241,4990,32.0,1.5,37301,4123,15.0,1.4,75614,5316
310M300US42140,42140,"Santa Fe, NM Metro Area",61286,618,55370,1268,7.0,0.7,39714,3411,36110,682,66202,2270,36.2,1.4,49600,3189,63.8,1.4,76348,2377,72.5,1.6,82942,2684,19.3,1.4,37781,3189,8.1,0.9,42500,2987,25176,691,40331,1648,56.5,1.5,38105,2131,48.2,1.4,33384,2095,8.3,0.9,67917,6311,43.5,1.5,42795,2972,34.7,1.4,35770,3329,8.8,1.0,73115,11020
310M300US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",143051,855,65161,1202,9.4,0.6,50439,3029,93928,1033,75689,1437,46.1,0.8,64665,2262,53.9,0.8,84694,2632,74.4,0.8,89732,2077,17.5,0.7,37503,2360,8.1,0.6,51444,4474,49123,969,40999,1476,56.0,1.3,37347,1815,41.7,1.4,31894,1625,14.3,0.9,62424,7896,44.0,1.3,47830,4095,29.4,1.6,37613,5119,14.6,1.2,69756,5504
310M300US42220,42220,"Santa Rosa, CA Metro Area",189043,1028,66833,1161,7.5,0.4,47966,3164,119869,1475,80657,1446,41.8,0.7,70817,3095,58.2,0.7,86008,2084,74.8,0.8,93892,2225,16.7,0.7,46843,2271,8.5,0.5,54003,2311,69174,1231,44012,1510,56.9,1.1,39577,1647,46.0,1.1,33657,1715,10.9,0.8,68406,4247,43.1,1.1,50237,1817,30.2,1.2,39894,2250,12.9,1.0,74656,5771
310M300US42340,42340,"Savannah, GA Metro Area",137232,952,52115,794,0.9,0.2,50458,8298,89748,1231,64177,1204,44.4,1.0,58399,4037,55.6,1.0,68126,2469,69.1,1.0,80807,1701,23.9,0.9,27161,1554,6.9,0.7,40518,4224,47484,1232,33837,1997,52.4,1.5,27224,1068,43.5,1.6,24904,1101,8.8,0.9,49115,4914,47.6,1.5,41318,1412,36.8,1.5,38010,2466,10.8,1.0,55458,4312
310M300US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",223489,1126,46926,613,1.5,0.1,29868,2615,139870,1422,61360,817,38.1,0.6,57818,2073,61.9,0.6,62974,1141,71.7,0.7,74065,790,20.3,0.6,30836,907,8.0,0.4,45526,2000,83619,1344,26245,511,55.5,0.9,22319,644,49.0,0.8,20506,642,6.5,0.4,48056,4767,44.5,0.9,32384,1050,37.0,0.8,29129,1541,7.5,0.6,60870,3602
310M300US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1417727,3715,73044,439,2.1,0.1,48662,2136,890543,4896,89886,622,45.3,0.3,87195,1039,54.7,0.3,91558,622,77.8,0.3,103702,715,15.3,0.3,42366,825,6.9,0.2,57736,1666,527184,4210,47018,467,50.7,0.4,40884,478,40.3,0.4,34855,627,10.3,0.3,75346,1872,49.3,0.4,53959,713,35.7,0.4,46177,824,13.6,0.3,80139,2314
310M300US42680,42680,"Sebastian-Vero Beach, FL Metro Area",57829,1207,47446,1431,0.9,0.2,39643,23154,36210,944,58772,1857,26.5,1.5,49268,4294,73.5,1.5,63129,2399,81.1,1.5,68345,2875,13.3,1.2,31495,3674,5.6,1.0,38138,6580,21619,838,27499,1706,59.0,2.0,25861,1364,52.5,2.2,24379,1170,6.5,1.1,43687,5236,41.0,2.0,32939,3178,34.0,2.2,28202,4460,7.0,1.3,47227,8234
310M300US42700,42700,"Sebring, FL Metro Area",40500,837,35865,981,2.5,0.5,29208,6968,25947,859,42926,1404,28.4,1.4,37775,3242,71.6,1.4,44522,1438,80.7,1.9,47580,2250,14.7,1.5,29641,2813,4.7,0.8,30428,4157,14553,686,22377,1302,56.6,2.5,20580,1138,51.1,2.6,19634,1296,5.5,1.6,35308,6203,43.4,2.5,26643,2409,36.0,2.4,23258,2880,7.4,1.7,55566,10047
310M300US43100,43100,"Sheboygan, WI Metro Area",47152,387,54392,891,0.5,0.2,20375,20214,31046,562,68809,1536,41.8,1.1,68163,3307,58.2,1.1,69152,1707,81.1,1.3,75812,1657,12.8,1.2,33041,3393,6.1,0.8,41659,4084,16106,584,31108,998,50.0,1.7,25003,1487,45.2,1.8,23216,1269,4.8,0.9,58750,16725,50.0,1.7,37819,3307,40.8,1.9,34110,3022,9.2,1.4,58350,6794
310M300US43300,43300,"Sherman-Denison, TX Metro Area",47161,652,50212,1503,1.5,0.4,40250,7562,32311,637,62177,1679,40.9,1.3,56433,2720,59.1,1.3,68583,3003,73.6,1.7,73712,2176,19.1,1.5,31981,2453,7.2,0.9,37021,5585,14850,620,26528,1389,52.3,2.6,23066,2259,46.9,2.4,21418,1964,5.4,1.1,44186,9576,47.7,2.6,31889,3677,38.4,2.5,27153,3038,9.3,2.0,51898,5114
310M300US43340,43340,"Shreveport-Bossier City, LA Metro Area",171067,1340,42859,973,0.5,0.1,31528,6922,109078,1301,55591,1238,42.2,0.8,50447,2599,57.8,0.8,57899,1710,63.9,1.0,75742,1622,28.2,0.9,23968,1196,7.9,0.5,45064,5308,61989,1405,26457,722,52.9,1.3,23797,887,48.1,1.4,22487,937,4.7,0.6,40529,5207,47.1,1.3,30598,1146,40.1,1.3,27790,1555,7.0,0.8,50038,5859
