GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
310M300US31340,31340,"Lynchburg, VA Metro Area",99675,883,48269,1210,0.5,0.2,24041,15254,66574,946,61390,1105,37.6,0.9,60628,1839,62.4,0.9,61978,1669,75.7,1.1,73008,1547,18.7,0.8,29974,1494,5.6,0.7,41892,3787,33101,997,26713,947,56.0,1.5,23995,1076,48.3,1.7,22339,1065,7.7,1.0,41530,5772,44.0,1.5,31538,2105,35.3,1.5,27959,2256,8.7,1.2,41746,2058
310M300US31420,31420,"Macon-Bibb County, GA Metro Area",84755,845,40375,1075,0.4,0.2,26898,11940,55236,1015,53131,1620,41.1,1.0,45010,3258,58.9,1.0,57344,1822,64.7,1.2,71258,1277,28.1,1.1,22894,1649,7.2,0.8,31875,6706,29519,966,24597,1226,55.3,1.9,21395,1184,50.7,2.0,20352,1211,4.6,0.8,38831,3728,44.7,1.9,29320,2209,37.6,2.0,26060,2326,7.1,1.1,49241,4776
310M300US31460,31460,"Madera, CA Metro Area",43574,660,45742,1704,7.7,0.9,44720,5974,33613,829,50578,2185,46.8,1.7,40886,2660,53.2,1.7,58407,3063,73.5,1.5,59789,2808,19.3,1.5,28164,3389,7.2,0.9,37975,6485,9961,668,25939,2906,56.3,3.2,24255,2959,50.1,3.0,22803,3098,6.2,1.9,29574,8736,43.7,3.2,28788,6091,35.8,3.3,23908,3684,7.8,1.8,50817,8526
310M300US31540,31540,"Madison, WI Metro Area",261002,925,63642,656,1.2,0.2,39375,4342,155067,1211,83743,872,45.2,0.6,85447,1343,54.8,0.6,82739,995,79.5,0.5,95093,886,14.1,0.5,37119,1396,6.4,0.4,51281,3014,105935,1282,39249,982,52.2,0.7,36026,908,39.2,0.8,31821,735,13.0,0.6,52829,1950,47.8,0.7,42818,1339,33.8,0.9,36155,1274,14.0,0.7,62514,3471
310M300US31700,31700,"Manchester-Nashua, NH Metro Area",156114,858,73189,1198,0.8,0.1,50684,12134,104618,1209,87868,1765,42.9,0.8,87769,2618,57.1,0.8,87960,2147,77.6,1.0,101880,1562,16.1,0.9,42299,2702,6.3,0.5,53650,4939,51496,1189,42020,1013,50.1,1.4,35430,1275,39.4,1.1,28442,1243,10.7,0.9,76000,4714,49.9,1.4,51264,1503,35.3,1.4,40848,1666,14.5,1.2,80475,3270
310M300US31740,31740,"Manhattan, KS Metro Area",34908,519,50108,1349,0.6,0.2,27167,14597,20422,520,68754,2680,48.6,1.7,62097,2146,51.4,1.7,76857,2819,83.3,1.7,76846,2046,11.8,1.4,33835,3642,5.0,1.1,33066,3840,14486,663,30014,1953,46.7,2.6,23291,3448,32.1,2.3,21643,2911,14.7,1.8,26739,6058,53.3,2.6,34807,3193,35.0,2.6,32958,3639,18.3,2.3,36589,2440
310M300US31860,31860,"Mankato-North Mankato, MN Metro Area",37640,433,55097,1559,0.4,0.2,,,22816,512,74353,1504,44.1,1.0,75655,2888,55.9,1.0,73694,1495,80.4,1.4,82101,1549,13.0,1.2,30074,3516,6.6,0.9,44712,6086,14824,543,30881,1489,52.3,1.9,27058,2095,37.1,1.9,24628,1791,15.1,1.4,36152,7376,47.7,1.9,35802,2399,31.1,1.8,31801,2499,16.7,1.8,46341,7849
310M300US31900,31900,"Mansfield, OH Metro Area",47935,600,42849,1409,0.2,0.2,,,30724,627,54660,1992,39.1,1.4,48362,3265,60.9,1.4,56796,1435,74.2,1.5,62402,1681,19.7,1.2,25832,1869,6.1,0.9,42250,9306,17211,608,26816,1401,54.8,2.1,23572,1790,49.1,2.1,22313,1304,5.7,1.2,43800,7179,45.2,2.1,31486,1628,37.1,2.0,29813,3048,8.1,1.3,49881,11656
310M300US32420,32420,"Mayagüez, PR Metro Area",36332,689,15875,775,44.3,1.5,12765,1165,22878,798,21487,938,34.8,1.3,13726,2472,65.2,1.3,24109,1153,53.8,2.3,29562,1692,37.3,2.0,10731,1790,8.9,1.2,15693,3111,13454,610,8851,664,58.2,2.3,9289,828,51.4,2.4,8905,799,6.7,1.5,19038,9560,41.8,2.3,8183,1010,34.0,2.3,8615,1034,7.8,1.3,6285,1384
310M300US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",227477,1411,36094,765,8.0,0.4,28034,2016,185716,1599,39087,1004,53.6,0.9,34827,1326,46.4,0.9,44140,1504,67.6,0.9,48018,1004,26.1,0.8,22020,1024,6.3,0.4,39334,3865,41761,1384,20223,1067,52.1,1.6,15680,1204,46.1,1.6,13921,951,6.0,0.8,42156,6426,47.9,1.6,25611,2082,39.4,1.7,22155,1906,8.5,1.1,50208,9782
310M300US32780,32780,"Medford, OR Metro Area",83969,778,46343,1227,1.0,0.2,40843,11881,53989,1019,56174,1961,38.9,1.1,47956,2867,61.1,1.1,60326,1528,75.1,1.4,66976,1887,17.8,1.2,27936,2207,7.1,0.8,37318,4699,29980,921,28151,1569,57.3,1.7,27175,1216,47.1,1.9,25058,1651,10.1,1.2,45988,4306,42.7,1.7,30189,2726,32.4,1.8,23855,2734,10.4,1.3,48059,4890
310M300US32820,32820,"Memphis, TN-MS-AR Metro Area",495558,2229,48545,609,1.4,0.1,32358,2930,327844,2416,59672,861,44.7,0.5,51882,870,55.3,0.5,64273,1116,62.9,0.6,82020,835,29.3,0.5,28984,834,7.8,0.3,39329,1885,167714,2194,30261,582,53.5,0.8,26901,585,46.7,0.7,25168,605,6.8,0.4,48516,2283,46.5,0.8,33785,1313,37.8,0.7,30472,827,8.7,0.5,54660,2788
310M300US32900,32900,"Merced, CA Metro Area",78270,664,44397,1141,21.9,1.0,38153,2310,60009,883,49325,1735,54.4,1.1,41958,1613,45.6,1.1,56832,1672,66.0,1.2,61693,1885,24.1,1.0,23249,1515,9.9,0.9,38858,1566,18261,749,26543,1562,49.3,2.5,24509,1365,40.8,2.5,22840,1366,8.5,1.5,34468,14227,50.7,2.5,29241,2790,38.9,2.3,24927,2483,11.9,1.9,42384,5645
310M300US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2065161,6875,50064,291,2.4,0.1,46703,1601,1347881,5977,58757,530,41.7,0.3,54271,896,58.3,0.3,61444,486,67.3,0.3,74321,568,24.1,0.3,34434,534,8.6,0.2,43596,1003,717280,4521,32336,297,53.7,0.3,27380,367,46.3,0.4,24266,387,7.5,0.2,58157,1751,46.3,0.3,39707,793,35.7,0.4,33062,885,10.6,0.3,63886,1683
310M300US33140,33140,"Michigan City-La Porte, IN Metro Area",43052,497,48165,1686,1.6,0.3,43514,3138,28396,598,59146,2309,38.8,1.4,47234,3016,61.2,1.4,64456,2820,72.5,1.7,71180,2082,19.8,1.4,26867,2515,7.6,1.1,37051,4433,14656,628,30044,1360,50.1,2.0,25000,1989,42.3,2.0,22655,1602,7.8,1.5,44750,7077,49.9,2.0,35973,3091,38.5,2.5,32117,2680,11.4,2.1,47063,7653
310M300US33220,33220,"Midland, MI Metro Area",33757,354,54852,1890,0.3,0.2,,,22909,458,69224,1844,39.5,1.2,74894,4280,60.5,1.2,67054,2137,81.7,1.4,78517,1782,12.8,1.1,30169,4843,5.4,0.7,41275,3902,10848,398,29953,1816,52.2,2.3,25388,1571,45.0,2.4,23688,1955,7.2,1.4,40938,7417,47.8,2.3,37390,3138,36.9,2.2,34726,4696,10.8,1.7,42088,5253
310M300US33260,33260,"Midland, TX Metro Area",55589,469,71181,2424,5.5,0.8,62276,8654,39047,769,85560,3131,47.1,1.6,73716,7411,52.9,1.6,93744,4743,73.7,1.7,101955,2710,18.0,1.5,38099,4137,8.4,1.1,65101,10596,16542,763,42006,2371,47.1,2.5,29767,2753,39.5,2.5,26259,1768,7.6,1.6,67556,7071,52.9,2.5,53125,7361,40.7,2.5,45470,4331,12.2,1.8,92684,13500
310M300US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",626504,1696,55625,418,2.2,0.1,32700,2126,388877,2241,73657,701,45.2,0.3,70666,1241,54.8,0.3,75525,892,71.9,0.4,90806,557,20.8,0.4,31059,652,7.3,0.3,45214,2438,237627,2288,33819,569,54.3,0.5,30616,492,46.0,0.5,27019,527,8.3,0.4,58030,1768,45.7,0.5,38959,1060,35.7,0.5,33740,1108,10.0,0.4,63101,2143
310M300US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1343140,2938,70915,330,1.3,0.1,41627,1958,869544,3503,88779,553,47.2,0.2,89348,1023,52.8,0.2,88434,599,78.1,0.3,102121,456,15.4,0.3,40645,701,6.5,0.2,55983,1272,473596,2783,41623,381,53.5,0.4,37146,503,43.9,0.4,31751,383,9.6,0.3,70921,1656,46.5,0.4,47339,740,34.9,0.4,40257,569,11.6,0.3,76934,1478
310M300US33540,33540,"Missoula, MT Metro Area",47116,503,46371,1354,0.3,0.2,,,26516,709,66985,2536,43.5,1.6,67074,5447,56.5,1.6,66961,2467,76.6,2.2,76981,2522,15.5,1.8,26700,6574,7.9,1.3,46447,6437,20600,710,28294,2012,51.2,2.3,25055,2394,37.5,2.3,21338,1632,13.6,1.6,33880,2970,48.8,2.3,31858,2238,35.1,2.4,26756,1944,13.8,1.9,43645,3004
310M300US33660,33660,"Mobile, AL Metro Area",154261,1149,44263,997,0.6,0.2,26621,4649,102867,1451,54953,1279,41.4,0.9,50713,1312,58.6,0.9,57619,1438,66.6,1.0,71320,1382,27.3,0.9,25159,1166,6.1,0.5,45555,4588,51394,1212,25396,775,54.6,1.3,21733,1154,49.6,1.3,20573,1093,5.0,0.6,43365,6554,45.4,1.3,31512,1643,37.4,1.2,28156,2036,8.0,0.8,44652,3593
310M300US33700,33700,"Modesto, CA Metro Area",170328,901,51591,797,9.3,0.5,41929,1874,125982,1313,57662,1103,49.6,0.8,51598,1251,50.4,0.8,63291,1431,69.5,0.9,71230,1185,20.9,0.7,30859,996,9.6,0.6,45563,3306,44346,1306,31226,1409,53.3,1.4,26972,1604,43.8,1.5,23573,2144,9.4,0.9,42059,5785,46.7,1.4,37731,1937,35.0,1.5,32811,2976,11.7,1.1,51564,3718
310M300US33740,33740,"Monroe, LA Metro Area",65097,937,38656,1569,0.4,0.2,50682,14175,42625,939,51142,1616,44.2,1.3,42276,3319,55.8,1.3,55382,2741,64.9,1.4,72679,2141,29.1,1.2,20587,1563,6.0,0.8,41360,2998,22472,908,22440,1276,58.4,1.7,19006,1676,53.3,1.9,17458,1372,5.2,1.0,34590,9510,41.6,1.7,26925,2674,35.0,1.8,24716,1979,6.5,1.3,36936,9319
310M300US33780,33780,"Monroe, MI Metro Area",58516,500,56968,1251,0.2,0.1,31979,23853,40144,697,70434,1432,39.4,1.0,69673,4047,60.6,1.0,70695,1321,77.7,1.3,79771,1648,15.2,1.1,31670,2666,7.2,0.7,55765,8114,18372,566,30533,1462,50.1,1.8,25562,1163,44.4,1.7,23600,1546,5.6,1.2,61011,6171,49.9,1.8,39556,2605,40.1,1.9,34241,4327,9.8,1.4,62620,8756
310M300US33860,33860,"Montgomery, AL Metro Area",144209,1153,47614,988,0.6,0.1,45847,10869,95266,1417,60392,1271,43.5,0.9,52071,2218,56.5,0.9,65292,1516,66.1,1.0,79588,1845,27.0,1.0,26274,1001,6.9,0.6,40739,4855,48943,1432,29299,1405,55.3,1.4,26497,1243,49.4,1.4,25080,1445,5.9,0.8,41388,5439,44.7,1.4,33284,2692,38.6,1.5,31492,1903,6.1,0.8,47008,6241
310M300US34060,34060,"Morgantown, WV Metro Area",50261,651,46484,1580,0.4,0.3,,,28702,714,65802,2592,38.7,1.4,68514,3076,61.3,1.4,64155,2339,77.9,1.5,75517,2983,14.8,1.3,28231,3249,7.2,1.1,39760,5878,21559,835,25647,1560,48.9,1.9,22713,2042,38.9,1.8,21985,1971,10.0,1.3,27542,6628,51.1,1.9,29869,3398,37.5,2.0,27004,3839,13.6,1.4,36555,5074
310M300US34100,34100,"Morristown, TN Metro Area",44209,607,41432,1356,1.7,0.4,16434,1966,30891,780,50774,1486,35.9,1.7,45567,4624,64.1,1.7,52630,1773,73.8,1.9,59524,1802,17.8,1.6,28067,3444,8.4,1.2,29487,4934,13318,746,21227,1627,51.8,2.5,18760,1120,45.6,2.8,17462,945,6.2,1.7,38586,5249,48.2,2.5,24706,3504,41.5,2.5,22240,3167,6.7,1.7,44359,6588
310M300US34580,34580,"Mount Vernon-Anacortes, WA Metro Area",46108,558,56433,1357,4.5,0.6,41149,4566,31383,580,66865,1775,38.7,1.1,59476,4254,61.3,1.1,71935,2775,78.5,1.3,77187,2503,14.7,1.2,34799,3931,6.8,0.9,42548,2959,14725,561,33793,1408,54.1,2.2,27416,2109,44.3,2.0,23762,1571,9.8,1.6,58659,11254,45.9,2.2,41097,1896,33.7,2.1,36713,2284,12.3,1.7,53519,6879
310M300US34620,34620,"Muncie, IN Metro Area",46104,544,39537,990,0.4,0.2,48575,21672,27501,625,53776,1506,38.2,1.5,50620,3172,61.8,1.5,55608,1883,71.7,1.4,64187,2091,20.9,1.3,22123,1555,7.3,0.8,35417,4130,18603,624,23787,1053,53.1,2.1,21028,1245,41.0,2.1,21117,1228,12.1,1.8,19940,5491,46.9,2.1,29284,2607,32.5,2.3,25419,3225,14.5,1.8,35321,6464
310M300US34740,34740,"Muskegon, MI Metro Area",64914,579,43920,983,0.3,0.1,45750,24043,43732,719,53212,1437,41.8,1.0,45737,1901,58.2,1.0,56929,1554,70.2,1.1,65877,1578,21.8,1.0,23555,1483,8.0,0.8,39552,3799,21182,699,25802,1092,52.7,1.7,23209,1252,45.3,1.6,20713,1268,7.4,0.9,42895,4282,47.3,1.7,29274,2036,37.8,1.8,25593,1673,9.6,1.2,44988,5241
310M300US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",172687,1466,45940,789,1.2,0.2,32614,4447,113378,1697,55393,1172,32.0,0.7,45185,1884,68.0,0.7,59580,1159,76.4,0.9,64408,997,17.4,0.7,26480,1014,6.2,0.5,35957,1754,59309,1537,28355,950,55.7,1.2,24677,881,48.2,1.3,22308,888,7.5,0.8,44932,4186,44.3,1.2,34030,1443,34.0,1.2,29808,1500,10.3,0.8,52527,3390
310M300US34900,34900,"Napa, CA Metro Area",49375,570,74609,1865,8.3,0.8,54482,11267,33965,622,86639,2929,42.9,1.1,77307,5321,57.1,1.1,93442,3379,77.5,1.7,100313,2923,15.2,1.3,52917,3234,7.3,1.2,58750,7815,15410,681,46185,2216,60.6,1.9,40866,2966,51.1,2.3,34564,3611,9.5,1.3,81442,14855,39.4,1.9,54676,5939,29.4,1.8,45420,4414,10.0,1.3,80843,9648
310M300US34940,34940,"Naples-Immokalee-Marco Island, FL Metro Area",133331,1845,59783,1045,1.0,0.3,55000,8115,89368,1706,69107,1944,29.6,1.0,53169,2216,70.4,1.0,77726,2651,80.6,1.1,80979,2270,13.5,0.9,37804,2978,5.9,0.7,45000,6930,43963,1437,39346,1505,58.3,1.5,35398,1330,50.7,1.6,31734,1468,7.6,0.8,66160,4962,41.7,1.5,47170,2392,32.9,1.4,41113,2840,8.8,1.1,65540,7939
310M300US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",677129,2266,56152,442,1.3,0.1,36040,2697,448002,2994,69038,588,44.8,0.5,65152,1153,55.2,0.5,71508,852,74.7,0.5,81551,593,18.9,0.4,34484,972,6.4,0.3,47128,1880,229127,2977,35547,418,54.2,0.6,31748,430,45.0,0.7,28482,574,9.2,0.4,58617,1800,45.8,0.6,39861,886,34.9,0.7,35192,845,10.9,0.4,61423,1913
310M300US35100,35100,"New Bern, NC Metro Area",50058,722,46584,1255,1.2,0.4,47516,4747,34084,840,54896,1976,37.9,1.3,51224,2322,62.1,1.3,58313,3507,75.4,1.6,64509,1695,17.9,1.5,27593,3141,6.7,1.0,35260,3925,15974,722,27725,2053,54.2,2.3,23789,1847,48.8,2.2,21367,1987,5.4,1.2,48042,4412,45.8,2.3,34820,2915,38.1,2.3,30542,2633,7.7,1.7,57054,12113
310M300US35300,35300,"New Haven-Milford, CT Metro Area",326487,1531,62715,921,4.4,0.3,34438,2996,205418,1935,82940,1487,40.9,0.5,75162,2524,59.1,0.5,87957,1369,71.1,0.6,102646,1569,22.1,0.5,38377,1883,6.8,0.4,60586,2707,121069,1882,36974,641,56.2,0.9,33048,1213,48.6,0.9,29687,1122,7.6,0.5,71506,4799,43.8,0.9,42122,1082,35.3,0.8,36869,1012,8.5,0.5,70071,4967
310M300US35380,35380,"New Orleans-Metairie, LA Metro Area",479206,1878,48319,570,1.6,0.1,36348,2379,296262,2641,62486,848,42.4,0.6,57054,1835,57.6,0.6,64961,922,65.4,0.6,81898,928,26.5,0.5,29232,901,8.1,0.4,45776,1962,182944,2303,29934,546,52.0,0.7,24520,575,45.4,0.6,21836,514,6.6,0.4,53540,3438,48.0,0.7,36071,715,38.6,0.7,31602,626,9.4,0.5,59778,3143
310M300US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",7138559,12262,69211,323,8.4,0.1,39007,506,4716637,13194,83298,457,44.2,0.2,80425,625,55.8,0.2,85383,424,69.7,0.2,105446,478,22.6,0.1,41092,301,7.7,0.1,56561,637,2421922,8116,42546,315,56.0,0.2,36522,309,48.2,0.2,30946,249,7.9,0.1,86730,1307,44.0,0.2,51700,310,34.2,0.2,42488,477,9.7,0.1,91927,1626
310M300US35660,35660,"Niles-Benton Harbor, MI Metro Area",62282,730,45980,1012,0.9,0.2,31734,12594,40796,574,58771,1686,39.2,1.0,52664,3122,60.8,1.0,61770,1395,73.1,1.1,71832,1520,20.7,0.9,26628,1874,6.2,0.7,42405,5031,21486,596,26654,888,52.6,1.7,22767,1261,46.5,1.7,21452,1014,6.1,1.0,40231,6992,47.4,1.7,31575,1245,38.8,1.8,29285,2711,8.6,1.2,50148,7382
310M300US35840,35840,"North Port-Sarasota-Bradenton, FL Metro Area",311566,2207,52235,562,0.6,0.1,38848,5775,195771,2259,64818,776,28.2,0.6,60576,1562,71.8,0.6,66357,1072,80.2,0.6,73317,1087,15.0,0.6,37022,1665,4.9,0.4,46539,5272,115795,1881,31940,604,59.8,1.0,29637,762,51.9,0.9,27219,754,7.9,0.6,59556,3746,40.2,1.0,36524,936,31.2,1.0,30989,814,9.0,0.6,63183,3420
310M300US35980,35980,"Norwich-New London, CT Metro Area",106170,834,67574,1516,2.9,0.4,29850,5261,69424,946,83925,1867,41.8,0.9,73863,3888,58.2,0.9,90460,2522,73.1,1.2,101797,2094,18.8,1.0,40545,2810,8.0,0.8,58651,8985,36746,1046,41480,1513,50.4,1.4,34454,2242,43.2,1.2,29749,2082,7.1,0.8,66427,4005,49.6,1.4,50082,2686,39.5,1.6,42369,2413,10.1,1.2,80890,7551
310M300US36100,36100,"Ocala, FL Metro Area",132277,1468,40295,694,0.6,0.2,31639,6666,86202,1458,49062,1602,29.4,1.0,41302,1968,70.6,1.0,51768,1416,76.1,1.3,54592,1293,17.9,1.1,30009,2031,6.0,0.7,39615,4213,46075,1568,25402,1183,56.7,1.7,23808,956,49.8,1.7,22284,931,6.9,0.8,41479,10302,43.3,1.7,29290,2178,34.8,1.8,24871,1830,8.6,1.0,48000,6652
310M300US36140,36140,"Ocean City, NJ Metro Area",40073,735,59338,1661,0.8,0.3,51014,9767,25836,554,75594,1838,31.5,1.3,71304,6184,68.5,1.3,77198,2399,79.5,1.5,82965,2450,15.3,1.4,45095,5326,5.3,0.9,50581,12632,14237,578,33466,2288,57.1,2.1,30043,2790,50.2,2.2,26097,1559,6.9,1.3,68846,9992,42.9,2.1,38200,4267,36.1,2.3,32250,3775,6.8,1.4,65647,13760
310M300US36220,36220,"Odessa, TX Metro Area",50950,581,58335,3083,5.8,0.8,45168,8653,35527,865,67601,2732,48.0,1.6,63833,4390,52.0,1.6,71426,3142,68.0,1.9,83344,2645,23.1,1.6,32288,3165,8.8,1.1,59058,10397,15423,810,34664,3017,45.2,2.8,27033,2621,38.2,2.7,23545,1789,7.0,1.6,63194,24330,54.8,2.8,41166,2267,43.2,3.0,36853,4607,11.6,2.3,64500,14317
310M300US36260,36260,"Ogden-Clearfield, UT Metro Area",199388,952,65687,761,2.9,0.2,43158,2925,155843,1261,73841,766,51.4,0.6,71265,1116,48.6,0.6,76884,1444,82.1,0.8,81272,1036,12.3,0.6,37938,2528,5.7,0.5,54396,4465,43545,1086,35390,978,51.8,1.3,29898,1330,44.3,1.2,26084,1087,7.5,0.9,54763,4679,48.2,1.3,41607,1633,38.9,1.4,36899,1416,9.3,1.1,61187,3801
310M300US36420,36420,"Oklahoma City, OK Metro Area",500437,2072,52825,527,1.9,0.1,39837,1851,326453,2223,65899,670,45.4,0.4,59290,1470,54.6,0.4,70894,923,73.1,0.6,79118,854,19.0,0.5,30881,845,7.8,0.4,45707,1611,173984,1908,32017,502,52.1,0.6,28885,850,44.2,0.6,26283,619,7.9,0.5,50638,2256,47.9,0.6,36500,807,37.4,0.6,32130,618,10.5,0.4,54023,2717
310M300US36500,36500,"Olympia-Tumwater, WA Metro Area",103468,809,62854,1077,0.8,0.2,57023,12316,68650,1117,75474,1330,42.9,0.9,67341,2952,57.1,0.9,80347,1764,77.2,1.2,85023,1820,16.4,0.9,39044,3784,6.3,0.7,48527,4572,34818,1153,39809,1704,56.5,1.6,36306,1814,46.5,1.6,32263,1861,10.1,1.0,57921,7328,43.5,1.6,45570,2725,31.8,1.4,40533,3045,11.6,1.4,63827,8946
310M300US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",347727,1365,59803,598,1.4,0.1,45580,3580,226922,1641,75898,772,48.0,0.5,74270,1439,52.0,0.5,77065,912,75.3,0.6,89856,866,17.8,0.5,35551,1004,6.9,0.3,50790,2096,120805,1591,34829,726,52.2,0.8,30788,610,44.3,0.8,27684,801,7.9,0.5,53685,3031,47.8,0.8,39976,1088,37.6,0.7,35102,945,10.1,0.6,64859,2635
310M300US36740,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",816428,4144,50183,524,3.9,0.2,40382,1368,543041,4688,59191,693,42.7,0.4,53390,1396,57.3,0.4,62565,694,71.4,0.6,71481,729,21.2,0.5,32053,702,7.4,0.3,41493,1845,273387,4139,32596,620,52.6,0.6,29473,701,42.7,0.6,25685,536,9.9,0.4,52732,2071,47.4,0.6,37562,1112,35.0,0.6,32153,614,12.5,0.5,54584,2566
310M300US36780,36780,"Oshkosh-Neenah, WI Metro Area",69169,578,53501,982,0.5,0.2,42435,14658,41540,602,69645,1398,42.3,1.0,68979,2087,57.7,1.0,70149,1891,78.2,1.2,79677,1545,15.3,1.0,33276,2729,6.4,0.7,48766,4893,27629,646,31790,1050,52.8,1.6,26448,1379,42.5,1.7,23903,1323,10.3,1.2,46291,5302,47.2,1.6,40595,1560,35.5,1.8,36840,2994,11.6,1.1,53368,5660
310M300US36980,36980,"Owensboro, KY Metro Area",46287,504,46749,1399,0.1,0.1,,,31340,629,60095,1671,41.6,1.4,54702,3901,58.4,1.4,62260,2209,76.0,1.4,70213,2718,17.5,1.2,25258,2586,6.6,0.8,40091,7372,14947,654,26771,1259,55.9,2.2,22424,1827,48.7,2.2,20892,1212,7.1,1.7,40833,12671,44.1,2.2,32215,2202,35.7,1.9,30697,2175,8.4,1.2,37324,7017
310M300US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",269338,1020,78593,962,4.7,0.3,61844,3005,198043,1707,88547,1289,44.5,0.6,83766,2052,55.5,0.6,92036,1483,75.9,0.6,103106,1440,16.7,0.5,46654,1622,7.4,0.4,62682,3103,71295,1265,48455,1593,55.2,1.2,40814,1718,45.3,1.2,34178,1667,9.8,0.7,78956,7378,44.8,1.2,58619,2804,33.6,1.1,49821,2841,11.2,0.8,86472,5363
310M300US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",224373,1849,49914,752,0.8,0.2,39896,9739,143200,1952,61141,1190,33.6,0.7,56139,2258,66.4,0.7,63409,1384,74.9,0.8,72207,1348,18.6,0.8,31720,1636,6.5,0.5,45265,3238,81173,1814,31238,784,52.0,1.1,27846,1025,45.5,1.1,25821,833,6.5,0.7,50069,3532,48.0,1.1,35847,1597,38.2,1.1,31058,1329,9.8,0.8,56179,4489
310M300US37460,37460,"Panama City, FL Metro Area",73288,962,47958,1288,0.3,0.1,55787,10357,47456,1013,58082,1773,37.2,1.3,52218,2592,62.8,1.3,61317,2455,73.7,1.3,69474,2007,18.8,1.1,28570,2524,7.5,0.9,37065,7242,25832,903,30415,1330,52.1,1.8,26432,1765,44.7,1.6,23601,1479,7.4,1.1,49352,8958,47.9,1.8,34345,2810,37.7,1.8,30352,2217,10.1,1.4,52602,7464
310M300US37620,37620,"Parkersburg-Vienna, WV Metro Area",38657,483,43532,1482,0.1,0.1,,,24875,506,53620,2295,38.4,1.5,47668,7439,61.6,1.5,55491,3054,74.5,1.8,62551,1835,17.7,1.5,27325,2765,7.7,1.2,37051,2975,13782,578,25255,1653,55.6,2.3,21228,896,48.9,2.4,20133,1195,6.6,1.3,43958,5349,44.4,2.3,31293,2547,37.0,2.0,29863,3093,7.5,1.3,45486,18686
310M300US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",175439,1394,50563,795,0.8,0.2,29625,10213,112604,1750,62441,971,35.2,0.9,60111,2117,64.8,0.9,63565,1381,73.3,0.9,72170,1272,19.4,0.9,34930,1594,7.3,0.6,46403,2984,62835,1857,31690,840,54.5,1.4,27488,1046,45.2,1.4,24551,773,9.3,1.0,50727,2789,45.5,1.4,36882,1145,34.9,1.4,33096,1614,10.6,0.9,54342,2730
310M300US37900,37900,"Peoria, IL Metro Area",151841,1019,56111,954,0.6,0.1,47386,15418,98540,1133,71227,1053,41.4,0.8,68109,3040,58.6,0.8,72689,1289,76.5,0.8,83827,1448,17.6,0.8,29782,1585,5.9,0.4,48428,1791,53301,1111,33403,1049,53.7,1.1,28776,1156,47.3,1.2,26487,990,6.4,0.7,50507,4927,46.3,1.1,39646,1296,38.8,1.1,37570,1434,7.5,0.8,55374,4370
310M300US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2235205,5379,63952,381,2.4,0.1,34029,1729,1447378,5790,82710,535,42.5,0.2,83241,857,57.5,0.2,82394,574,71.2,0.3,102929,553,21.7,0.2,39045,662,7.1,0.2,52980,1013,787827,4230,36577,319,56.0,0.3,31640,393,48.2,0.4,28126,481,7.8,0.2,67932,2066,44.0,0.3,42904,664,34.9,0.3,37434,561,9.1,0.2,75135,2437
